SecondsFromStart,FramesFromStart,FoxesPopulation,RabbitPopulation,RabbitSpeedMedian,RabbitSensoryRangeMedian,RabbitFertilityMedian,FoxSpeedMedian,FoxSensoryRangeMedian,FoxFertilityMedian,MinRabbitLifeTime,AverageRabbitLifeTime,MaxRabbitLifeTime,MinFoxLifeTime,AverageFoxLifeTime,MaxFoxLifeTime,FoxesDiedOfHunger,FoxesDiedOfThirst,RabbitsDiedOfHunger,RabbitsDiedOfThirst,RabbitsDiedOfBeingEaten
18,951653000,2,4,69,59,44,50,50,50,0,1500,3000,0,0,0,0,0,0,0,0
19,163693050,2,4,69,59,44,50,50,50,0,1525,3050,0,0,0,0,0,0,0,0
19,392813100,2,4,69,59,44,50,50,50,0,1550,3100,0,0,0,0,0,0,0,0
19,59613150,2,4,69,59,44,50,50,50,0,1575,3150,0,0,0,0,0,0,0,0
19,802423200,2,4,69,59,44,50,50,50,0,1600,3200,0,0,0,0,0,0,0,0
20,020053250,2,4,69,59,44,50,50,50,0,1625,3250,0,0,0,0,0,0,0,0
20,225353300,2,4,69,59,44,50,50,50,0,1650,3300,0,0,0,0,0,0,0,0
20,432353350,2,4,69,59,44,50,50,50,0,1675,3350,0,0,0,0,0,0,0,0
20,633843400,2,4,69,59,44,50,50,50,0,1700,3400,0,0,0,0,0,0,0,0
20,846193450,2,4,69,59,44,50,50,50,0,1725,3450,0,0,0,0,0,0,0,0
21,044663500,2,4,69,59,44,50,50,50,0,1750,3500,0,0,0,0,0,0,0,0
21,252113550,2,4,69,59,44,50,50,50,0,1775,3550,0,0,0,0,0,0,0,0
21,462413600,2,4,69,59,44,50,50,50,0,1800,3600,0,0,0,0,0,0,0,0
21,666663650,2,4,69,59,44,50,50,50,0,1825,3650,0,0,0,0,0,0,0,0
21,881533700,2,4,69,59,44,50,50,50,0,1850,3700,0,0,0,0,0,0,0,0
22,087923750,2,4,69,59,44,50,50,50,0,1875,3750,0,0,0,0,0,0,0,0
22,292663800,2,4,69,59,44,50,50,50,0,1900,3800,0,0,0,0,0,0,0,0
22,500833850,2,4,69,59,44,50,50,50,0,1925,3850,0,0,0,0,0,0,0,0
22,702113900,2,4,69,59,44,50,50,50,0,1950,3900,0,0,0,0,0,0,0,0
22,901043950,2,4,69,59,44,50,50,50,0,1975,3950,0,0,0,0,0,0,0,0
23,101224000,2,4,69,59,44,50,50,50,0,2000,4000,0,0,0,0,0,0,0,0
23,301974050,2,4,69,59,44,50,50,50,0,2025,4050,0,0,0,0,0,0,0,0
23,513654100,2,4,69,59,44,50,50,50,0,2050,4100,0,0,0,0,0,0,0,0
23,712834150,2,4,69,59,44,50,50,50,0,2075,4150,0,0,0,0,0,0,0,0
23,910364200,2,4,69,59,44,50,50,50,0,2100,4200,0,0,0,0,0,0,0,0
24,11944250,2,4,69,59,44,50,50,50,0,2125,4250,0,0,0,0,0,0,0,0
24,318984300,2,4,69,59,44,50,50,50,0,2150,4300,0,0,0,0,0,0,0,0
24,518584350,2,4,69,59,44,50,50,50,0,2175,4350,0,0,0,0,0,0,0,0
24,716094400,2,4,69,59,44,50,50,50,0,2200,4400,0,0,0,0,0,0,0,0
24,91724450,2,4,69,59,44,50,50,50,0,2225,4450,0,0,0,0,0,0,0,0
25,116214500,2,4,69,59,44,50,50,50,0,2250,4500,0,0,0,0,0,0,0,0
25,316624550,2,4,69,59,44,50,50,50,0,2275,4550,0,0,0,0,0,0,0,0
25,516144600,2,4,69,59,44,50,50,50,0,2300,4600,0,0,0,0,0,0,0,0
25,745634650,2,4,69,59,44,50,50,50,0,2325,4650,0,0,0,0,0,0,0,0
26,000924700,2,4,69,59,44,50,50,50,0,2350,4700,0,0,0,0,0,0,0,0
26,229484750,2,4,69,59,44,50,50,50,0,2375,4750,0,0,0,0,0,0,0,0
26,435354800,2,4,69,59,44,50,50,50,0,2400,4800,0,0,0,0,0,0,0,0
26,636724850,2,4,69,59,44,50,50,50,0,2425,4850,0,0,0,0,0,0,0,0
26,850344900,2,4,69,59,44,50,50,50,0,2450,4900,0,0,0,0,0,0,0,0
27,049314950,2,4,69,59,44,50,50,50,0,2475,4950,0,0,0,0,0,0,0,0
27,249235000,2,4,69,59,44,50,50,50,0,2500,5000,0,0,0,0,0,0,0,0
27,456595050,2,4,69,59,44,50,50,50,0,2525,5050,0,0,0,0,0,0,0,0
27,655615100,2,4,69,59,44,50,50,50,0,2550,5100,0,0,0,0,0,0,0,0
27,866195150,2,4,69,59,44,50,50,50,0,2575,5150,0,0,0,0,0,0,0,0
28,094725200,2,4,69,59,44,50,50,50,0,2600,5200,0,0,0,0,0,0,0,0
28,305145250,2,4,69,59,44,50,50,50,0,2625,5250,0,0,0,0,0,0,0,0
28,515055300,2,4,69,59,44,50,50,50,0,2650,5300,0,0,0,0,0,0,0,0
28,727855350,2,4,69,59,44,50,50,50,0,2675,5350,0,0,0,0,0,0,0,0
28,950355400,2,4,69,59,44,50,50,50,0,2700,5400,0,0,0,0,0,0,0,0
29,162835450,2,4,69,59,44,50,50,50,0,2725,5450,0,0,0,0,0,0,0,0
29,388715500,2,4,69,59,44,50,50,50,0,2750,5500,0,0,0,0,0,0,0,0
29,601535550,2,4,69,59,44,50,50,50,0,2775,5550,0,0,0,0,0,0,0,0
29,812865600,2,4,69,59,44,50,50,50,0,2800,5600,0,0,0,0,0,0,0,0
30,024785650,2,4,69,59,44,50,50,50,0,2825,5650,0,0,0,0,0,0,0,0
30,240695700,2,4,69,59,44,50,50,50,0,2850,5700,0,0,0,0,0,0,0,0
30,451115750,2,4,69,59,44,50,50,50,0,2875,5750,0,0,0,0,0,0,0,0
30,688395800,2,4,69,59,44,50,50,50,0,2900,5800,0,0,0,0,0,0,0,0
30,89915850,2,4,69,59,44,50,50,50,0,2925,5850,0,0,0,0,0,0,0,0
31,110925900,2,4,69,59,44,50,50,50,0,2950,5900,0,0,0,0,0,0,0,0
31,323985950,2,4,69,59,44,50,50,50,0,2975,5950,0,0,0,0,0,0,0,0
31,551166000,2,4,69,59,44,50,50,50,0,3000,6000,0,0,0,0,0,0,0,0
31,796056050,2,4,69,59,44,50,50,50,0,3025,6050,0,0,0,0,0,0,0,0
32,019866100,2,4,69,59,44,50,50,50,0,3050,6100,0,0,0,0,0,0,0,0
32,241156150,2,4,69,59,44,50,50,50,0,3075,6150,0,0,0,0,0,0,0,0
32,488386200,2,4,69,59,44,50,50,50,0,3100,6200,0,0,0,0,0,0,0,0
32,716766250,2,4,69,59,44,50,50,50,0,3125,6250,0,0,0,0,0,0,0,0
32,942156300,2,4,69,59,44,50,50,50,0,3150,6300,0,0,0,0,0,0,0,0
33,157516350,2,4,69,59,44,50,50,50,0,3175,6350,0,0,0,0,0,0,0,0
33,361126400,2,4,69,59,44,50,50,50,0,3200,6400,0,0,0,0,0,0,0,0
33,584986450,2,4,69,59,44,50,50,50,0,3225,6450,0,0,0,0,0,0,0,0
33,78756500,2,4,69,59,44,50,50,50,0,3250,6500,0,0,0,0,0,0,0,0
33,992136550,2,4,69,59,44,50,50,50,0,3275,6550,0,0,0,0,0,0,0,0
34,217266600,2,4,69,59,44,50,50,50,0,3300,6600,0,0,0,0,0,0,0,0
34,429416650,2,4,69,59,44,50,50,50,0,3325,6650,0,0,0,0,0,0,0,0
34,637616700,2,4,69,59,44,50,50,50,0,3350,6700,0,0,0,0,0,0,0,0
34,847196750,2,4,69,59,44,50,50,50,0,3375,6750,0,0,0,0,0,0,0,0
35,061126800,2,4,69,59,44,50,50,50,0,3400,6800,0,0,0,0,0,0,0,0
35,279116850,2,4,69,59,44,50,50,50,0,3425,6850,0,0,0,0,0,0,0,0
35,491136900,2,4,69,59,44,50,50,50,0,3450,6900,0,0,0,0,0,0,0,0
35,709596950,2,4,69,59,44,50,50,50,0,3475,6950,0,0,0,0,0,0,0,0
35,917497000,2,4,69,59,44,50,50,50,0,3500,7000,0,0,0,0,0,0,0,0
36,135157050,2,4,69,59,44,50,50,50,0,3525,7050,0,0,0,0,0,0,0,0
36,337217100,2,4,69,59,44,50,50,50,0,3550,7100,0,0,0,0,0,0,0,0
36,54947150,2,4,69,59,44,50,50,50,0,3575,7150,0,0,0,0,0,0,0,0
36,754487200,2,4,69,59,44,50,50,50,0,3600,7200,0,0,0,0,0,0,0,0
36,962077250,2,4,69,59,44,50,50,50,0,3625,7250,0,0,0,0,0,0,0,0
37,18257300,2,4,69,59,44,50,50,50,0,3650,7300,0,0,0,0,0,0,0,0
37,396697350,2,4,69,59,44,50,50,50,0,3675,7350,0,0,0,0,0,0,0,0
37,607657400,2,4,69,59,44,50,50,50,0,3700,7400,0,0,0,0,0,0,0,0
37,817637450,2,4,69,59,44,50,50,50,0,3725,7450,0,0,0,0,0,0,0,0
38,040027500,2,4,69,59,44,50,50,50,0,3750,7500,0,0,0,0,0,0,0,0
38,24887550,2,4,69,59,44,50,50,50,0,3775,7550,0,0,0,0,0,0,0,0
38,456137600,2,4,69,59,44,50,50,50,0,3800,7600,0,0,0,0,0,0,0,0
38,661067650,2,4,69,59,44,50,50,50,0,3825,7650,0,0,0,0,0,0,0,0
38,866777700,2,4,69,59,44,50,50,50,0,3850,7700,0,0,0,0,0,0,0,0
39,08457750,2,4,69,59,44,50,50,50,0,3875,7750,0,0,0,0,0,0,0,0
39,290567800,2,4,69,59,44,50,50,50,0,3900,7800,0,0,0,0,0,0,0,0
39,506687850,2,4,69,59,44,50,50,50,0,3925,7850,0,0,0,0,0,0,0,0
39,734197900,2,4,69,59,44,50,50,50,0,3950,7900,0,0,0,0,0,0,0,0
39,951027950,2,4,69,59,44,50,50,50,0,3975,7950,0,0,0,0,0,0,0,0
40,166118000,2,4,69,59,44,50,50,50,0,4000,8000,0,0,0,0,0,0,0,0
40,398848050,2,4,69,59,44,50,50,50,0,4025,8050,0,0,0,0,0,0,0,0
40,611328100,2,4,69,59,44,50,50,50,0,4050,8100,0,0,0,0,0,0,0,0
40,829858150,2,4,69,59,44,50,50,50,0,4075,8150,0,0,0,0,0,0,0,0
41,050518200,2,4,69,59,44,50,50,50,0,4100,8200,0,0,0,0,0,0,0,0
41,295568250,2,4,69,59,44,50,50,50,0,4125,8250,0,0,0,0,0,0,0,0
41,516268300,2,4,69,59,44,50,50,50,0,4150,8300,0,0,0,0,0,0,0,0
41,752698350,2,4,69,59,44,50,50,50,0,4175,8350,0,0,0,0,0,0,0,0
41,961448400,2,4,69,59,44,50,50,50,0,4200,8400,0,0,0,0,0,0,0,0
42,18868450,2,4,69,59,44,50,50,50,0,4225,8450,0,0,0,0,0,0,0,0
42,402228500,2,4,69,59,44,50,50,50,0,4250,8500,0,0,0,0,0,0,0,0
42,616988550,2,4,69,59,44,50,50,50,0,4275,8550,0,0,0,0,0,0,0,0
42,827038600,2,4,69,59,44,50,50,50,0,4300,8600,0,0,0,0,0,0,0,0
43,044448650,2,4,69,59,44,50,50,50,0,4325,8650,0,0,0,0,0,0,0,0
43,268328700,2,4,69,59,44,50,50,50,0,4350,8700,0,0,0,0,0,0,0,0
43,494878750,2,4,69,59,44,50,50,50,0,4375,8750,0,0,0,0,0,0,0,0
43,712888800,2,4,69,59,44,50,50,50,0,4400,8800,0,0,0,0,0,0,0,0
43,917898850,2,4,69,59,44,50,50,50,0,4425,8850,0,0,0,0,0,0,0,0
44,127318900,2,4,69,59,44,50,50,50,0,4450,8900,0,0,0,0,0,0,0,0
44,337268950,2,4,69,59,44,50,50,50,0,4475,8950,0,0,0,0,0,0,0,0
44,533729000,2,4,69,59,44,50,50,50,0,4500,9000,0,0,0,0,0,0,0,0
44,73989050,2,4,69,59,44,50,50,50,0,4525,9050,0,0,0,0,0,0,0,0
44,948659100,2,4,69,59,44,50,50,50,0,4550,9100,0,0,0,0,0,0,0,0
45,147429150,2,4,69,59,44,50,50,50,0,4575,9150,0,0,0,0,0,0,0,0
45,354319200,2,4,69,59,44,50,50,50,0,4600,9200,0,0,0,0,0,0,0,0
45,565319250,2,4,69,59,44,50,50,50,0,4625,9250,0,0,0,0,0,0,0,0
45,782679300,2,4,69,59,44,50,50,50,0,4650,9300,0,0,0,0,0,0,0,0
45,98819350,2,4,69,59,44,50,50,50,0,4675,9350,0,0,0,0,0,0,0,0
46,197319400,2,4,69,59,44,50,50,50,0,4700,9400,0,0,0,0,0,0,0,0
46,401549450,2,4,69,59,44,50,50,50,0,4725,9450,0,0,0,0,0,0,0,0
46,61869500,2,4,69,59,44,50,50,50,0,4750,9500,0,0,0,0,0,0,0,0
46,823639550,2,4,69,59,44,50,50,50,0,4775,9550,0,0,0,0,0,0,0,0
47,029299600,2,4,69,59,44,50,50,50,0,4800,9600,0,0,0,0,0,0,0,0
47,23299650,2,4,69,59,44,50,50,50,0,4825,9650,0,0,0,0,0,0,0,0
47,438489700,2,4,69,59,44,50,50,50,0,4850,9700,0,0,0,0,0,0,0,0
47,64499750,2,4,69,59,44,50,50,50,0,4875,9750,0,0,0,0,0,0,0,0
47,851159800,2,4,69,59,44,50,50,50,0,4900,9800,0,0,0,0,0,0,0,0
48,057389850,2,4,69,59,44,50,50,50,0,4925,9850,0,0,0,0,0,0,0,0
48,283889900,2,4,69,59,44,50,50,50,0,4950,9900,0,0,0,0,0,0,0,0
48,501329950,2,4,69,59,44,50,50,50,0,4975,9950,0,0,0,0,0,0,0,0
48,7217810000,2,4,69,59,44,50,50,50,0,5000,10000,0,0,0,0,0,0,0,0
48,9388210050,2,4,69,59,44,50,50,50,0,5025,10050,0,0,0,0,0,0,0,0
49,1555510100,2,4,69,59,44,50,50,50,0,5050,10100,0,0,0,0,0,0,0,0
49,3859810150,2,4,69,59,44,50,50,50,0,5075,10150,0,0,0,0,0,0,0,0
49,6123710200,2,4,69,59,44,50,50,50,0,5100,10200,0,0,0,0,0,0,0,0
49,8372510250,2,4,69,59,44,50,50,50,0,5125,10250,0,0,0,0,0,0,0,0
50,0993810300,2,4,69,59,44,50,50,50,0,5150,10300,0,0,0,0,0,0,0,0
50,3323510350,2,4,69,59,44,50,50,50,0,5175,10350,0,0,0,0,0,0,0,0
50,5557310400,2,4,69,59,44,50,50,50,0,5200,10400,0,0,0,0,0,0,0,0
50,7944310450,2,4,69,59,44,50,50,50,0,5225,10450,0,0,0,0,0,0,0,0
51,0163610500,2,4,69,59,44,50,50,50,0,5250,10500,0,0,0,0,0,0,0,0
51,247710550,2,4,69,59,44,50,50,50,0,5275,10550,0,0,0,0,0,0,0,0
51,4655610600,2,4,69,59,44,50,50,50,0,5300,10600,0,0,0,0,0,0,0,0
51,710410650,2,4,69,59,44,50,50,50,0,5325,10650,0,0,0,0,0,0,0,0
51,9498910700,2,4,69,59,44,50,50,50,0,5350,10700,0,0,0,0,0,0,0,0
52,1644310750,2,4,69,59,44,50,50,50,0,5375,10750,0,0,0,0,0,0,0,0
52,3978910800,2,4,69,59,44,50,50,50,0,5400,10800,0,0,0,0,0,0,0,0
52,6253710850,2,4,69,59,44,50,50,50,0,5425,10850,0,0,0,0,0,0,0,0
52,8553110900,2,4,69,59,44,50,50,50,0,5450,10900,0,0,0,0,0,0,0,0
53,1046310950,2,4,69,59,44,50,50,50,0,5475,10950,0,0,0,0,0,0,0,0
53,3409111000,2,4,69,59,44,50,50,50,0,5500,11000,0,0,0,0,0,0,0,0
53,5904911050,2,4,69,59,44,50,50,50,0,5525,11050,0,0,0,0,0,0,0,0
53,8424211100,2,4,69,59,44,50,50,50,0,5550,11100,0,0,0,0,0,0,0,0
54,0643511150,2,4,69,59,44,50,50,50,0,5575,11150,0,0,0,0,0,0,0,0
54,3171311200,2,4,69,59,44,50,50,50,0,5600,11200,0,0,0,0,0,0,0,0
54,5407711250,2,4,69,59,44,50,50,50,0,5625,11250,0,0,0,0,0,0,0,0
54,7930111300,2,4,69,59,44,50,50,50,0,5650,11300,0,0,0,0,0,0,0,0
55,0219111350,2,4,69,59,44,50,50,50,0,5675,11350,0,0,0,0,0,0,0,0
55,2478111400,2,4,69,59,44,50,50,50,0,5700,11400,0,0,0,0,0,0,0,0
55,4973911450,2,4,69,59,44,50,50,50,0,5725,11450,0,0,0,0,0,0,0,0
55,7253311500,2,4,69,59,44,50,50,50,0,5750,11500,0,0,0,0,0,0,0,0
55,951311550,2,4,69,59,44,50,50,50,0,5775,11550,0,0,0,0,0,0,0,0
56,1898111600,2,4,69,59,44,50,50,50,0,5800,11600,0,0,0,0,0,0,0,0
56,4040311650,2,4,69,59,44,50,50,50,0,5825,11650,0,0,0,0,0,0,0,0
56,618211700,2,4,69,59,44,50,50,50,0,5850,11700,0,0,0,0,0,0,0,0
56,8432711750,2,4,69,59,44,50,50,50,0,5875,11750,0,0,0,0,0,0,0,0
57,061411800,2,4,69,59,44,50,50,50,0,5900,11800,0,0,0,0,0,0,0,0
57,2919811850,2,4,69,59,44,50,50,50,0,5925,11850,0,0,0,0,0,0,0,0
57,515211900,2,4,69,59,44,50,50,50,0,5950,11900,0,0,0,0,0,0,0,0
57,7362411950,2,4,69,59,44,50,50,50,0,5975,11950,0,0,0,0,0,0,0,0
57,9478112000,2,4,69,59,44,50,50,50,0,6000,12000,0,0,0,0,0,0,0,0
58,1553512050,2,4,69,59,44,50,50,50,0,6025,12050,0,0,0,0,0,0,0,0
58,3869912100,2,4,69,59,44,50,50,50,0,6050,12100,0,0,0,0,0,0,0,0
58,6066412150,2,4,69,59,44,50,50,50,0,6075,12150,0,0,0,0,0,0,0,0
58,8392312200,2,4,69,59,44,50,50,50,0,6100,12200,0,0,0,0,0,0,0,0
59,061512250,2,4,69,59,44,50,50,50,0,6125,12250,0,0,0,0,0,0,0,0
59,3104712300,2,4,69,59,44,50,50,50,0,6150,12300,0,0,0,0,0,0,0,0
59,5242912350,2,4,69,59,44,50,50,50,0,6175,12350,0,0,0,0,0,0,0,0
59,747312400,2,4,69,59,44,50,50,50,0,6200,12400,0,0,0,0,0,0,0,0
59,9682712450,2,4,69,59,44,50,50,50,0,6225,12450,0,0,0,0,0,0,0,0
60,2041712500,2,4,69,59,44,50,50,50,0,6250,12500,0,0,0,0,0,0,0,0
60,4153312550,2,4,69,59,44,50,50,50,0,6275,12550,0,0,0,0,0,0,0,0
60,6269712600,2,4,69,59,44,50,50,50,0,6300,12600,0,0,0,0,0,0,0,0
60,837612650,2,4,69,59,44,50,50,50,0,6325,12650,0,0,0,0,0,0,0,0
61,0481712700,2,4,69,59,44,50,50,50,0,6350,12700,0,0,0,0,0,0,0,0
61,2676112750,2,4,69,59,44,50,50,50,0,6375,12750,0,0,0,0,0,0,0,0
61,4917812800,2,4,69,59,44,50,50,50,0,6400,12800,0,0,0,0,0,0,0,0
61,7024812850,2,4,69,59,44,50,50,50,0,6425,12850,0,0,0,0,0,0,0,0
61,9115712900,2,4,69,59,44,50,50,50,0,6450,12900,0,0,0,0,0,0,0,0
62,1240112950,2,4,69,59,44,50,50,50,0,6475,12950,0,0,0,0,0,0,0,0
62,3346313000,2,4,69,59,44,50,50,50,0,6500,13000,0,0,0,0,0,0,0,0
62,5447713050,2,4,69,59,44,50,50,50,0,6525,13050,0,0,0,0,0,0,0,0
62,7559813100,2,4,69,59,44,50,50,50,0,6550,13100,0,0,0,0,0,0,0,0
62,9654113150,2,4,69,59,44,50,50,50,0,6575,13150,0,0,0,0,0,0,0,0
63,1869513200,2,4,69,59,44,50,50,50,0,6600,13200,0,0,0,0,0,0,0,0
63,4081813250,2,4,69,59,44,50,50,50,0,6625,13250,0,0,0,0,0,0,0,0
63,6178513300,2,4,69,59,44,50,50,50,0,6650,13300,0,0,0,0,0,0,0,0
63,8379213350,2,4,69,59,44,50,50,50,0,6675,13350,0,0,0,0,0,0,0,0
64,0459213400,2,4,69,59,44,50,50,50,0,6700,13400,0,0,0,0,0,0,0,0
64,2558213450,2,4,69,59,44,50,50,50,0,6725,13450,0,0,0,0,0,0,0,0
64,4644313500,2,4,69,59,44,50,50,50,0,6750,13500,0,0,0,0,0,0,0,0
64,6843913550,2,4,69,59,44,50,50,50,0,6775,13550,0,0,0,0,0,0,0,0
64,9072113600,2,4,69,59,44,50,50,50,0,6800,13600,0,0,0,0,0,0,0,0
65,1240513650,2,4,69,59,44,50,50,50,0,6825,13650,0,0,0,0,0,0,0,0
65,3644113700,2,4,69,59,44,50,50,50,0,6850,13700,0,0,0,0,0,0,0,0
65,5992713750,2,4,69,59,44,50,50,50,0,6875,13750,0,0,0,0,0,0,0,0
65,818413800,2,4,69,59,44,50,50,50,0,6900,13800,0,0,0,0,0,0,0,0
66,0304913850,2,4,69,59,44,50,50,50,0,6925,13850,0,0,0,0,0,0,0,0
66,241513900,2,4,69,59,44,50,50,50,0,6950,13900,0,0,0,0,0,0,0,0
66,4634913950,2,4,69,59,44,50,50,50,0,6975,13950,0,0,0,0,0,0,0,0
66,689614000,2,4,69,59,44,50,50,50,0,7000,14000,0,0,0,0,0,0,0,0
66,9036114050,2,4,69,59,44,50,50,50,0,7025,14050,0,0,0,0,0,0,0,0
67,1131714100,2,4,69,59,44,50,50,50,0,7050,14100,0,0,0,0,0,0,0,0
67,3253414150,2,4,69,59,44,50,50,50,0,7075,14150,0,0,0,0,0,0,0,0
67,5552914200,2,4,69,59,44,50,50,50,0,7100,14200,0,0,0,0,0,0,0,0
67,7856314250,2,4,69,59,44,50,50,50,0,7125,14250,0,0,0,0,0,0,0,0
68,0027814300,2,4,69,59,44,50,50,50,0,7150,14300,0,0,0,0,0,0,0,0
68,2142714350,2,4,69,59,44,50,50,50,0,7175,14350,0,0,0,0,0,0,0,0
68,4284914400,2,4,69,59,44,50,50,50,0,7200,14400,0,0,0,0,0,0,0,0
68,6358914450,2,4,69,59,44,50,50,50,0,7225,14450,0,0,0,0,0,0,0,0
68,8456414500,2,4,69,59,44,50,50,50,0,7250,14500,0,0,0,0,0,0,0,0
69,0605914550,2,4,69,59,44,50,50,50,0,7275,14550,0,0,0,0,0,0,0,0
69,2898414600,2,4,69,59,44,50,50,50,0,7300,14600,0,0,0,0,0,0,0,0
