SecondsFromStart,FramesFromStart,FoxesPopulation,RabbitPopulation,RabbitSpeedMedian,RabbitSensoryRangeMedian,RabbitFertilityMedian,FoxSpeedMedian,FoxSensoryRangeMedian,FoxFertilityMedian,FoxesDiedOfHunger,FoxesDiedOfThirst,RabbitsDiedOfHunger,RabbitsDiedOfThirst,RabbitsDiedOfBeingEaten
63.37878,12400,0,4,69,52,44,,,,0,0,0,0,0
63.5958,12450,0,4,69,52,44,,,,0,0,0,0,0
63.81087,12500,0,4,69,52,44,,,,0,0,0,0,0
64.0284,12550,0,4,69,52,44,,,,0,0,0,0,0
64.27567,12600,0,4,69,52,44,,,,0,0,0,0,0
64.49229,12650,0,4,69,52,44,,,,0,0,0,0,0
64.70885,12700,0,4,69,52,44,,,,0,0,0,0,0
64.92458,12750,0,4,69,52,44,,,,0,0,0,0,0
65.13948,12800,0,4,69,52,44,,,,0,0,0,0,0
65.37223,12850,0,4,69,52,44,,,,0,0,0,0,0
65.5887,12900,0,4,69,52,44,,,,0,0,0,0,0
65.8029,12950,0,4,69,52,44,,,,0,0,0,0,0
66.02597,13000,0,4,69,52,44,,,,0,0,0,0,0
66.2702,13050,0,4,69,52,44,,,,0,0,0,0,0
66.48479,13100,0,4,69,52,44,,,,0,0,0,0,0
66.69974,13150,0,4,69,52,44,,,,0,0,0,0,0
66.91587,13200,0,4,69,52,44,,,,0,0,0,0,0
67.13299,13250,0,4,69,52,44,,,,0,0,0,0,0
67.36795,13300,0,4,69,52,44,,,,0,0,0,0,0
67.58643,13350,0,4,69,52,44,,,,0,0,0,0,0
67.80274,13400,0,4,69,52,44,,,,0,0,0,0,0
68.01908,13450,0,4,69,52,44,,,,0,0,0,0,0
68.23608,13500,0,4,69,52,44,,,,0,0,0,0,0
68.48113,13550,0,4,69,52,44,,,,0,0,0,0,0
68.69542,13600,0,4,69,52,44,,,,0,0,0,0,0
68.9099,13650,0,4,69,52,44,,,,0,0,0,0,0
69.12489,13700,0,4,69,52,44,,,,0,0,0,0,0
69.33922,13750,0,4,69,52,44,,,,0,0,0,0,0
69.5738,13800,0,4,69,52,44,,,,0,0,0,0,0
69.80157,13850,0,4,69,52,44,,,,0,0,0,0,0
70.02937,13900,0,4,69,52,44,,,,0,0,0,0,0
70.28833,13950,0,4,69,52,44,,,,0,0,0,0,0
70.51905,14000,0,4,69,52,44,,,,0,0,0,0,0
70.79566,14050,0,4,69,52,44,,,,0,0,0,0,0
71.0269,14100,0,4,69,52,44,,,,0,0,0,0,0
71.27797,14150,0,4,69,52,44,,,,0,0,0,0,0
71.50751,14200,0,4,69,52,44,,,,0,0,0,0,0
71.78448,14250,0,4,69,52,44,,,,0,0,0,0,0
72.03439,14300,0,4,69,52,44,,,,0,0,0,0,0
72.30408,14350,0,4,69,52,44,,,,0,0,0,0,0
72.57126,14400,0,4,69,52,44,,,,0,0,0,0,0
72.81451,14450,0,4,69,52,44,,,,0,0,0,0,0
73.08299,14500,0,4,69,52,44,,,,0,0,0,0,0
73.32635,14550,0,4,69,52,44,,,,0,0,0,0,0
73.59653,14600,0,4,69,52,44,,,,0,0,0,0,0
73.87775,14650,0,4,69,52,44,,,,0,0,0,0,0
74.11745,14700,0,4,69,52,44,,,,0,0,0,0,0
74.37279,14750,0,4,69,52,44,,,,0,0,0,0,0
74.59981,14800,0,4,69,52,44,,,,0,0,0,0,0
74.8259,14850,0,4,69,52,44,,,,0,0,0,0,0
75.07742,14900,0,4,69,52,44,,,,0,0,0,0,0
75.30587,14950,0,4,69,52,44,,,,0,0,0,0,0
75.53284,15000,0,4,69,52,44,,,,0,0,0,0,0
75.79755,15050,0,4,69,52,44,,,,0,0,0,0,0
76.03136,15100,0,4,69,52,44,,,,0,0,0,0,0
76.28259,15150,0,4,69,52,44,,,,0,0,0,0,0
76.50919,15200,0,4,69,52,44,,,,0,0,0,0,0
76.73723,15250,0,4,69,52,44,,,,0,0,0,0,0
76.98597,15300,0,4,69,52,44,,,,0,0,0,0,0
77.21186,15350,0,4,69,52,44,,,,0,0,0,0,0
77.43774,15400,0,4,69,52,44,,,,0,0,0,0,0
77.69477,15450,0,4,69,52,44,,,,0,0,0,0,0
77.92065,15500,0,4,69,52,44,,,,0,0,0,0,0
78.16831,15550,0,4,69,52,44,,,,0,0,0,0,0
78.40096,15600,0,4,69,52,44,,,,0,0,0,0,0
78.62929,15650,0,4,69,52,44,,,,0,0,0,0,0
78.87905,15700,0,4,69,52,44,,,,0,0,0,0,0
79.10744,15750,0,4,69,52,44,,,,0,0,0,0,0
79.37285,15800,0,4,69,52,44,,,,0,0,0,0,0
79.62337,15850,0,4,69,52,44,,,,0,0,0,0,0
79.89042,15900,0,4,69,52,44,,,,0,0,0,0,0
80.12823,15950,0,4,69,52,44,,,,0,0,0,0,0
80.39478,16000,0,4,69,52,44,,,,0,0,0,0,0
80.63026,16050,0,4,69,52,44,,,,0,0,0,0,0
80.89555,16100,0,4,69,52,44,,,,0,0,0,0,0
81.13314,16150,0,4,69,52,44,,,,0,0,0,0,0
81.39902,16200,0,4,69,52,44,,,,0,0,0,0,0
81.6701,16250,0,4,69,52,44,,,,0,0,0,0,0
81.90687,16300,0,4,69,52,44,,,,0,0,0,0,0
82.14346,16350,0,4,69,52,44,,,,0,0,0,0,0
82.40997,16400,0,4,69,52,44,,,,0,0,0,0,0
82.67541,16450,0,4,69,52,44,,,,0,0,0,0,0
82.91227,16500,0,4,69,52,44,,,,0,0,0,0,0
83.17857,16550,0,4,69,52,44,,,,0,0,0,0,0
83.41766,16600,0,4,69,52,44,,,,0,0,0,0,0
83.69625,16650,0,4,69,52,44,,,,0,0,0,0,0
83.93494,16700,0,4,69,52,44,,,,0,0,0,0,0
84.20294,16750,0,4,69,52,44,,,,0,0,0,0,0
84.44154,16800,0,4,69,52,44,,,,0,0,0,0,0
84.7061,16850,0,4,69,52,44,,,,0,0,0,0,0
84.9347,16900,0,4,69,52,44,,,,0,0,0,0,0
85.18682,16950,0,4,69,52,44,,,,0,0,0,0,0
85.41799,17000,0,4,69,52,44,,,,0,0,0,0,0
85.67421,17050,0,4,69,52,44,,,,0,0,0,0,0
85.91727,17100,0,4,69,52,44,,,,0,0,0,0,0
86.1773,17150,0,4,69,52,44,,,,0,0,0,0,0
86.41301,17200,0,4,69,52,44,,,,0,0,0,0,0
86.64252,17250,0,4,69,52,44,,,,0,0,0,0,0
86.89462,17300,0,4,69,52,44,,,,0,0,0,0,0
87.12469,17350,0,4,69,52,44,,,,0,0,0,0,0
87.39249,17400,0,4,69,52,44,,,,0,0,0,0,0
87.62166,17450,0,4,69,52,44,,,,0,0,0,0,0
87.8849,17500,0,4,69,52,44,,,,0,0,0,0,0
88.11456,17550,0,4,69,52,44,,,,0,0,0,0,0
88.36803,17600,0,4,69,52,44,,,,0,0,0,0,0
88.59894,17650,0,4,69,52,44,,,,0,0,0,0,0
88.82832,17700,0,4,69,52,44,,,,0,0,0,0,0
89.08223,17750,0,4,69,52,44,,,,0,0,0,0,0
89.3105,17800,0,4,69,52,44,,,,0,0,0,0,0
89.56819,17850,0,4,69,52,44,,,,0,0,0,0,0
89.80602,17900,0,4,69,52,44,,,,0,0,0,0,0
90.06825,17950,0,4,69,52,44,,,,0,0,0,0,0
90.29784,18000,0,4,69,52,44,,,,0,0,0,0,0
90.53504,18050,0,4,69,52,44,,,,0,0,0,0,0
90.78781,18100,0,4,69,52,44,,,,0,0,0,0,0
91.01777,18150,0,4,69,52,44,,,,0,0,0,0,0
91.268,18200,0,4,69,52,44,,,,0,0,0,0,0
91.4975,18250,0,4,69,52,44,,,,0,0,0,0,0
91.72599,18300,0,4,69,52,44,,,,0,0,0,0,0
91.97696,18350,0,4,69,52,44,,,,0,0,0,0,0
92.21706,18400,0,4,69,52,44,,,,0,0,0,0,0
92.46889,18450,0,4,69,52,44,,,,0,0,0,0,0
92.6984,18500,0,4,69,52,44,,,,0,0,0,0,0
92.92747,18550,0,4,69,52,44,,,,0,0,0,0,0
93.17915,18600,0,4,69,52,44,,,,0,0,0,0,0
93.40788,18650,0,4,69,52,44,,,,0,0,0,0,0
93.63613,18700,0,4,69,52,44,,,,0,0,0,0,0
93.88779,18750,0,4,69,52,44,,,,0,0,0,0,0
94.11863,18800,0,4,69,52,44,,,,0,0,0,0,0
94.38758,18850,0,4,69,52,44,,,,0,0,0,0,0
94.61454,18900,0,4,69,52,44,,,,0,0,0,0,0
94.84357,18950,0,4,69,52,44,,,,0,0,0,0,0
95.09496,19000,0,4,69,52,44,,,,0,0,0,0,0
95.32342,19050,0,4,69,52,44,,,,0,0,0,0,0
95.61354,19100,0,9,65,85,36,,,,0,0,0,0,0
95.93525,19150,0,9,65,85,36,,,,0,0,0,0,0
96.24352,19200,0,9,65,85,36,,,,0,0,0,0,0
96.58549,19250,0,9,65,85,36,,,,0,0,0,0,0
96.88894,19300,0,9,65,85,36,,,,0,0,0,0,0
97.1953,19350,0,9,65,85,36,,,,0,0,0,0,0
97.52279,19400,0,9,65,85,36,,,,0,0,0,0,0
97.82613,19450,0,9,65,85,36,,,,0,0,0,0,0
98.12673,19500,0,9,65,85,36,,,,0,0,0,0,0
98.43501,19550,0,9,65,85,36,,,,0,0,0,0,0
98.7898,19600,0,9,65,85,36,,,,0,0,0,0,0
99.09801,19650,0,9,65,85,36,,,,0,0,0,0,0
99.40048,19700,0,9,65,85,36,,,,0,0,0,0,0
99.7043,19750,0,9,65,85,36,,,,0,0,0,0,0
100.0163,19800,0,9,65,85,36,,,,0,0,0,0,0
100.3207,19850,0,9,65,85,36,,,,0,0,0,0,0
100.6228,19900,0,9,65,85,36,,,,0,0,0,0,0
100.9253,19950,0,9,65,85,36,,,,0,0,0,0,0
101.2232,20000,0,9,65,85,36,,,,0,0,0,0,0
101.5406,20050,0,9,65,85,36,,,,0,0,0,0,0
101.8409,20100,0,9,65,85,36,,,,0,0,0,0,0
102.1431,20150,0,9,65,85,36,,,,0,0,0,0,0
102.4418,20200,0,9,65,85,36,,,,0,0,0,0,0
102.7384,20250,0,9,65,85,36,,,,0,0,0,0,0
103.0881,20300,0,9,65,85,36,,,,0,0,0,0,0
103.3921,20350,0,9,65,85,36,,,,0,0,0,0,0
103.6982,20400,0,9,65,85,36,,,,0,0,0,0,0
104.0035,20450,0,9,65,85,36,,,,0,0,0,0,0
104.3234,20500,0,9,65,85,36,,,,0,0,0,0,0
104.6296,20550,0,9,65,85,36,,,,0,0,0,0,0
104.932,20600,0,9,65,85,36,,,,0,0,0,0,0
105.2335,20650,0,9,65,85,36,,,,0,0,0,0,0
105.5357,20700,0,9,65,85,36,,,,0,0,0,0,0
105.899,20750,0,9,65,85,36,,,,0,0,0,0,0
106.2408,20800,0,9,65,85,36,,,,0,0,0,0,0
106.602,20850,0,9,65,85,36,,,,0,0,0,0,0
106.9218,20900,0,9,65,85,36,,,,0,0,0,0,0
107.2394,20950,0,9,65,85,36,,,,0,0,0,0,0
107.6124,21000,0,9,65,85,36,,,,0,0,0,0,0
107.9343,21050,0,9,65,85,36,,,,0,0,0,0,0
108.2397,21100,0,9,65,85,36,,,,0,0,0,0,0
108.6016,21150,0,9,65,85,36,,,,0,0,0,0,0
